Entity,Code,Year,Health expenditure per capita - Total
Spain,ESP,2018,3197.016
Spain,ESP,2019,3296.513
Spain,ESP,2020,3450.01
Spain,ESP,2021,3641.873
Spain,ESP,2022,3632.969
Sweden,SWE,1970,1396.88
Sweden,SWE,1971,1504.548
Sweden,SWE,1972,1569.034
Sweden,SWE,1973,1613.588
Sweden,SWE,1974,1712.872
Sweden,SWE,1975,1888.095
Sweden,SWE,1976,1997.921
Sweden,SWE,1977,2171.047
Sweden,SWE,1978,2174.853
Sweden,SWE,1979,2221.426
Sweden,SWE,1980,2333.211
Sweden,SWE,1981,2301.661
Sweden,SWE,1982,2309.27
Sweden,SWE,1983,2299.217
Sweden,SWE,1984,2337.211
Sweden,SWE,1985,2252.787
Sweden,SWE,1986,2271.086
Sweden,SWE,1987,2353.482
Sweden,SWE,1988,2389.478
Sweden,SWE,1989,2481.663
Sweden,SWE,1990,2504.186
Sweden,SWE,1991,2406.023
Sweden,SWE,1992,2431.203
Sweden,SWE,1993,2348.935
Sweden,SWE,1994,2295.383
Sweden,SWE,1995,2359.68
Sweden,SWE,1996,2441.378
Sweden,SWE,1997,2440.764
Sweden,SWE,1998,2574.817
Sweden,SWE,1999,2667.798
Sweden,SWE,2000,2790.724
Sweden,SWE,2001,3033.381
Sweden,SWE,2002,3179.618
Sweden,SWE,2003,3245.695
Sweden,SWE,2004,3274.567
Sweden,SWE,2005,3342.849
Sweden,SWE,2006,3443.949
Sweden,SWE,2007,3534.601
Sweden,SWE,2008,3592.131
Sweden,SWE,2009,3667.61
Sweden,SWE,2010,3639.65
Sweden,SWE,2011,4632.172
Sweden,SWE,2012,4702.303
Sweden,SWE,2013,4777.724
Sweden,SWE,2014,4880.42
Sweden,SWE,2015,5004.13
Sweden,SWE,2016,5070.4
Sweden,SWE,2017,5091.078
Sweden,SWE,2018,5177.359
Sweden,SWE,2019,5184.229
Sweden,SWE,2020,5255.061
Sweden,SWE,2021,5506.738
Sweden,SWE,2022,5309.833
Switzerland,CHE,1970,1726.937
Switzerland,CHE,1971,1906.257
Switzerland,CHE,1972,1978.823
Switzerland,CHE,1973,2037.071
Switzerland,CHE,1974,2134.416
Switzerland,CHE,1975,2266.888
Switzerland,CHE,1976,2337.908
Switzerland,CHE,1977,2379.832
Switzerland,CHE,1978,2464.558
Switzerland,CHE,1979,2497.587
Switzerland,CHE,1980,2569.975
Switzerland,CHE,1981,2622.243
Switzerland,CHE,1982,2664.427
Switzerland,CHE,1983,2790.602
Switzerland,CHE,1984,2789.463
Switzerland,CHE,1985,3078.976
Switzerland,CHE,1986,3242.403
Switzerland,CHE,1987,3374.45
Switzerland,CHE,1988,3507.47
Switzerland,CHE,1989,3650.721
Switzerland,CHE,1990,3698.325
Switzerland,CHE,1991,3907.845
Switzerland,CHE,1992,3965.16
Switzerland,CHE,1993,3960.514
Switzerland,CHE,1994,4087.913
Switzerland,CHE,1995,3979.623
Switzerland,CHE,1996,4117.326
Switzerland,CHE,1997,4167.08
Switzerland,CHE,1998,4323.113
Switzerland,CHE,1999,4431.358
Switzerland,CHE,2000,4543.22
Switzerland,CHE,2001,4769.968
Switzerland,CHE,2002,4944.481
Switzerland,CHE,2003,5035.696
Switzerland,CHE,2004,5172.537
Switzerland,CHE,2005,5191.861
Switzerland,CHE,2006,5151.272
Switzerland,CHE,2007,5256.996
Switzerland,CHE,2008,5375.368
Switzerland,CHE,2009,5561.899
Switzerland,CHE,2010,5563.512
Switzerland,CHE,2011,5678.678
Switzerland,CHE,2012,5779.036
Switzerland,CHE,2013,5962.55
Switzerland,CHE,2014,6029.355
Switzerland,CHE,2015,6258.916
Switzerland,CHE,2016,6408.625
Switzerland,CHE,2017,6396.715
Switzerland,CHE,2018,6345.23
Switzerland,CHE,2019,6548.326
Switzerland,CHE,2020,6705.251
Switzerland,CHE,2021,7020.862
Switzerland,CHE,2022,6927.356
Turkey,TUR,1975,186.409
Turkey,TUR,1976,165.256
Turkey,TUR,1977,219.9
Turkey,TUR,1978,234.44
Turkey,TUR,1979,230.99
Turkey,TUR,1980,224.133
Turkey,TUR,1981,255.898
Turkey,TUR,1982,214.683
Turkey,TUR,1983,226.808
Turkey,TUR,1984,225.477
Turkey,TUR,1985,165.606
Turkey,TUR,1986,223.331
Turkey,TUR,1987,223.362
Turkey,TUR,1988,259.654
Turkey,TUR,1989,266.808
Turkey,TUR,1990,302.997
Turkey,TUR,1991,336.89
Turkey,TUR,1992,341.535
Turkey,TUR,1993,359.242
Turkey,TUR,1994,320.721
Turkey,TUR,1995,306.849
Turkey,TUR,1996,395.516
Turkey,TUR,1997,448.202
Turkey,TUR,1998,499.599
Turkey,TUR,1999,604.858
Turkey,TUR,2000,651.767
Turkey,TUR,2001,673.833
Turkey,TUR,2002,726.726
Turkey,TUR,2003,748.981
Turkey,TUR,2004,806.033
Turkey,TUR,2005,853.959
Turkey,TUR,2006,943.153
Turkey,TUR,2007,991.401
Turkey,TUR,2008,994.128
Turkey,TUR,2009,985.811
Turkey,TUR,2010,965.312
Turkey,TUR,2011,987.092
Turkey,TUR,2012,971.765
Turkey,TUR,2013,1025.461
Turkey,TUR,2014,1046.599
Turkey,TUR,2015,1040.108
Turkey,TUR,2016,1117.572
Turkey,TUR,2017,1155.621
Turkey,TUR,2018,1178.464
Turkey,TUR,2019,1229.871
Turkey,TUR,2020,1335.144
Turkey,TUR,2021,1549.98
Turkey,TUR,2022,1653.348
United Kingdom,GBR,1970,609.489
United Kingdom,GBR,1971,630.541
United Kingdom,GBR,1972,669.59
United Kingdom,GBR,1973,697.534
United Kingdom,GBR,1974,767.818
United Kingdom,GBR,1975,811.758
United Kingdom,GBR,1976,834.505
United Kingdom,GBR,1977,835.515
United Kingdom,GBR,1978,875.17
United Kingdom,GBR,1979,898.188
United Kingdom,GBR,1980,957.597
United Kingdom,GBR,1981,989.966
United Kingdom,GBR,1982,968.471
United Kingdom,GBR,1983,1039.724
United Kingdom,GBR,1984,1039.341
United Kingdom,GBR,1985,1057.599
United Kingdom,GBR,1986,1088.991
United Kingdom,GBR,1987,1157.442
United Kingdom,GBR,1988,1207.964
United Kingdom,GBR,1989,1243.553
United Kingdom,GBR,1990,1259.373
United Kingdom,GBR,1991,1311.223
United Kingdom,GBR,1992,1409.1
United Kingdom,GBR,1993,1470.658
United Kingdom,GBR,1994,1531.474
United Kingdom,GBR,1995,1549.741
United Kingdom,GBR,1996,1578.592
United Kingdom,GBR,1997,1999.844
United Kingdom,GBR,1998,2092.227
United Kingdom,GBR,1999,2203.37
United Kingdom,GBR,2000,2315.664
United Kingdom,GBR,2001,2479.73
United Kingdom,GBR,2002,2671.792
United Kingdom,GBR,2003,2817.149
United Kingdom,GBR,2004,2972.583
United Kingdom,GBR,2005,3069.162
United Kingdom,GBR,2006,3158.371
United Kingdom,GBR,2007,3300.055
United Kingdom,GBR,2008,3349.489
United Kingdom,GBR,2009,3473.197
United Kingdom,GBR,2010,3515.102
United Kingdom,GBR,2011,3492.072
United Kingdom,GBR,2012,3551.593
United Kingdom,GBR,2013,3628.428
United Kingdom,GBR,2014,3720.638
United Kingdom,GBR,2015,3794.577
United Kingdom,GBR,2016,3841.793
United Kingdom,GBR,2017,3870.447
United Kingdom,GBR,2018,3963.948
United Kingdom,GBR,2019,4104.451
United Kingdom,GBR,2020,4443.973
United Kingdom,GBR,2021,4826.027
United Kingdom,GBR,2022,4551.586
United States,USA,1970,1666.08
United States,USA,1971,1744.019
United States,USA,1972,1865.435
United States,USA,1973,1956.857
United States,USA,1974,2003.167
United States,USA,1975,2093.309
United States,USA,1976,2259.778
United States,USA,1977,2411.792
United States,USA,1978,2513.221
United States,USA,1979,2593.629
United States,USA,1980,2671.319
United States,USA,1981,2817.805
United States,USA,1982,2976.594
United States,USA,1983,3117.887
United States,USA,1984,3286.207
United States,USA,1985,3461.278
United States,USA,1986,3605.096
United States,USA,1987,3734.301
United States,USA,1988,3995.55
United States,USA,1989,4225.526
United States,USA,1990,4478.595
United States,USA,1991,4678.896
United States,USA,1992,4864.854
United States,USA,1993,5030.545
United States,USA,1994,5144.995
United States,USA,1995,5264.967
United States,USA,1996,5370.393
United States,USA,1997,5497.475
United States,USA,1998,5681.1
United States,USA,1999,5862.692
United States,USA,2000,6079.524
United States,USA,2001,6412.631
United States,USA,2002,6877.728
United States,USA,2003,7246.686
United States,USA,2004,7484.33
United States,USA,2005,7696.982
United States,USA,2006,7915.234
United States,USA,2007,8110.043
United States,USA,2008,8105.268
United States,USA,2009,8415.489
United States,USA,2010,8506.66
United States,USA,2011,8505.433
United States,USA,2012,8629.069
United States,USA,2013,8675.903
United States,USA,2014,8949.265
United States,USA,2015,9360.496
United States,USA,2016,9634.001
United States,USA,2017,9769.038
United States,USA,2018,9933.547
United States,USA,2019,10168.64
United States,USA,2020,11031.29
United States,USA,2021,10837.454
United States,USA,2022,10331.449
